564	18
564	47
564	787
18	140
18	334
18	452
18	535
47	441
47	831
47	490
47	550
787	94
787	765
787	874
787	439
140	64
140	784
140	897
140	990
334	660
334	979
334	79
334	75
334	403
452	235
452	257
452	292
452	101
452	432
452	633
535	29
535	425
535	636
535	224
441	380
441	118
441	976
441	222
441	351
441	661
831	362
831	842
831	286
831	320
490	568
490	284
550	634
550	556
550	916
550	522
550	367
94	530
94	30
94	271
94	538
94	317
94	112
94	233
94	593
94	243
94	985
765	824
765	54
765	104
765	673
765	813
765	484
874	709
874	57
874	912
874	888
874	896
439	496
439	248
64	911
64	276
64	656
64	116
64	950
64	532
64	847
64	308
784	392
784	382
784	404
784	298
784	81
784	575
784	565
784	931
784	796
897	837
897	349
990	297
990	664
990	214
990	461
990	471
660	17
660	648
660	335
660	90
660	118
660	461
660	857
660	638
660	440
979	33
979	68
979	892
979	103
979	475
979	290
979	595
979	970
979	510
979	354
79	260
79	65
79	90
79	181
75	234
75	617
75	166
75	399
75	842
403	919
403	911
403	650
403	942
403	175
403	499
235	15
235	5
235	344
235	789
235	573
257	50
257	484
257	347
257	359
292	88
292	806
292	710
101	726
101	411
101	251
101	853
101	154
101	932
101	159
101	475
101	640
101	500
432	260
432	462
432	190
432	788
432	244
432	319
432	449
633	166
633	569
633	342
633	307
29	312
425	879
425	42
425	640
425	801
425	903
425	630
636	37
636	483
636	187
636	980
224	651
224	215
224	496
224	316
224	410
224	311
224	803
380	21
380	135
380	644
380	991
380	970
118	574
118	657
118	820
118	964
976	967
976	690
976	797
976	868
976	367
976	203
976	795
222	231
222	352
222	992
222	746
222	680
222	526
222	654
351	936
351	312
351	554
661	879
661	898
661	534
362	41
362	578
362	593
842	230
842	519
842	816
286	210
286	104
320	146
320	846
320	434
320	689
320	992
320	447
568	227
568	323
568	58
568	103
568	389
568	751
568	855
568	644
634	13
634	324
634	843
556	167
556	944
556	22
556	39
556	544
556	746
916	608
916	117
916	770
916	496
916	488
522	327
522	128
522	691
522	406
367	846
367	738
367	589
367	516
367	236
530	30
530	632
530	181
530	718
530	124
530	708
530	935
530	616
530	834
30	723
30	98
30	192
271	925
271	295
271	460
271	160
271	551
271	457
271	331
538	747
538	404
538	571
538	695
538	586
317	593
317	573
317	175
112	894
112	885
112	692
233	806
233	188
233	310
233	176
593	220
593	141
593	370
593	487
593	710
243	785
243	99
243	268
243	305
243	301
985	170
985	438
824	344
824	38
824	212
824	288
824	910
54	148
54	693
54	652
104	361
104	96
104	797
104	888
104	147
104	992
104	770
673	590
673	827
673	871
673	500
673	231
673	290
673	114
673	699
673	488
813	658
813	234
813	508
813	848
484	664
484	516
484	845
709	0
709	804
709	966
57	880
57	22
57	377
57	388
57	863
912	715
912	52
912	871
912	404
912	258
912	516
912	948
912	581
888	232
888	264
896	105
896	964
896	387
896	132
896	884
896	161
496	357
496	349
496	166
496	138
496	822
496	834
248	590
248	365
911	759
911	517
276	984
276	718
276	469
276	339
656	453
656	230
656	239
656	642
116	728
116	401
116	374
950	623
950	743
950	708
950	301
950	205
950	631
950	647
950	444
950	994
950	420
532	527
532	493
532	214
532	329
532	771
847	939
847	695
847	815
847	989
308	808
308	524
308	384
308	85
308	108
308	176
392	2
392	197
392	761
392	800
382	794
382	53
382	907
382	870
382	641
382	277
382	409
382	482
404	527
404	553
404	637
404	80
404	902
404	177
404	716
404	420
298	250
298	350
298	84
298	469
298	191
298	600
298	479
298	601
81	892
81	478
575	726
575	489
575	826
575	208
575	551
575	988
565	291
565	513
565	740
565	238
931	697
931	546
931	374
931	686
931	449
931	758
796	915
796	680
796	627
796	332
796	760
837	999
837	11
837	66
837	483
837	848
349	20
349	315
349	635
349	71
349	981
349	795
349	299
349	621
297	61
297	841
297	195
297	917
664	623
664	610
664	91
664	134
664	128
664	373
664	261
664	970
214	879
214	91
214	744
214	456
461	423
461	170
461	698
471	527
471	887
471	418
17	485
17	529
17	606
17	83
17	785
17	620
17	415
648	7
648	576
648	578
648	200
648	526
648	621
648	330
335	451
335	180
335	49
335	397
335	732
335	448
335	612
90	210
857	529
857	166
857	215
857	683
857	261
638	752
638	851
638	300
638	476
638	503
638	418
638	966
440	808
440	948
33	629
33	355
33	762
33	731
33	327
33	541
68	623
68	172
68	460
68	653
892	747
892	125
103	579
103	786
475	879
475	343
475	776
475	613
475	667
290	291
290	110
290	195
290	314
290	345
290	908
290	801
290	296
595	938
595	256
595	314
595	810
595	242
970	348
970	640
970	954
970	458
510	357
510	965
510	423
510	369
510	337
510	833
510	834
354	702
354	802
354	424
354	743
354	641
260	860
260	6
260	637
260	941
260	338
260	152
65	165
65	375
65	220
65	183
65	282
181	315
181	549
181	195
181	662
181	887
181	878
181	221
181	303
234	60
617	768
617	158
617	690
166	202
166	192
166	658
166	427
166	742
166	602
166	720
166	480
166	296
166	428
399	312
399	417
399	566
399	156
919	3
919	474
919	730
919	780
919	767
919	771
919	400
650	69
650	619
650	412
650	217
650	414
942	383
942	256
942	100
942	110
942	373
942	437
175	363
175	196
175	217
499	898
499	961
499	641
499	887
499	948
499	547
15	167
15	356
15	322
15	747
5	851
5	723
344	158
344	25
344	920
344	424
344	419
789	76
789	82
789	766
789	325
789	801
573	127
573	198
50	483
50	905
50	599
50	728
50	171
347	143
347	764
359	152
359	261
359	804
359	378
88	572
806	640
806	105
806	161
806	430
710	879
710	752
710	521
710	478
710	500
710	163
710	760
726	35
411	558
411	651
411	451
411	677
411	797
411	396
411	744
411	770
411	714
411	201
411	983
251	171
251	92
853	752
853	625
853	372
853	105
853	562
853	883
154	997
154	436
154	654
154	481
932	997
932	520
932	536
932	151
932	135
932	686
159	589
159	533
159	448
640	147
640	539
640	533
500	909
500	106
500	873
462	785
462	24
462	237
462	132
462	330
190	415
190	26
190	658
788	22
788	388
788	830
788	917
788	281
788	703
244	228
244	375
244	61
244	680
319	274
319	917
319	583
449	752
449	157
449	597
569	962
569	489
569	226
342	358
342	310
342	145
307	629
307	516
307	922
312	168
312	22
312	781
312	849
312	206
312	368
312	850
312	329
879	16
879	229
879	170
879	616
879	446
879	969
42	520
42	590
42	321
42	542
42	702
42	967
801	707
801	834
903	433
903	151
903	374
630	635
630	854
37	136
37	846
37	722
37	250
37	119
37	254
483	840
483	700
187	913
187	51
187	624
187	381
980	119
980	960
980	910
980	764
980	922
651	4
651	381
215	72
215	819
215	562
215	884
215	669
215	708
215	539
316	880
316	835
316	443
316	127
316	580
410	807
410	337
311	512
311	859
311	448
311	833
803	967
803	160
803	745
803	262
21	356
21	69
21	733
21	867
21	241
21	891
21	961
21	715
21	928
21	794
135	129
135	536
135	183
135	537
135	751
135	285
644	943
644	915
644	201
644	783
644	506
991	675
991	353
991	152
574	704
574	387
574	138
574	902
574	376
574	428
657	938
820	350
820	127
820	551
964	949
964	835
964	751
964	708
964	368
967	668
967	498
690	687
690	142
690	71
690	746
690	446
690	804
797	623
797	756
797	720
797	730
797	296
797	332
868	968
868	117
868	126
868	457
868	929
868	995
203	227
203	963
203	254
203	858
795	227
795	277
795	480
231	89
231	226
352	114
352	428
992	828
992	692
992	294
746	121
746	941
746	764
680	625
680	846
680	141
680	245
680	901
680	301
680	394
680	153
526	723
526	998
526	281
654	330
654	482
654	969
936	22
936	52
554	561
554	288
898	25
898	599
898	835
898	91
898	387
898	793
898	613
534	160
534	545
41	356
41	685
41	818
41	717
41	927
41	173
41	913
578	254
578	76
578	398
230	625
230	49
230	237
230	935
519	358
519	677
519	288
519	328
519	408
519	420
816	880
816	622
816	729
816	878
816	280
816	467
816	959
816	995
210	402
210	417
146	225
146	3
146	719
146	641
146	480
146	749
146	283
146	145
846	137
846	328
846	398
846	812
434	501
434	52
434	383
434	533
689	73
689	223
689	655
447	594
447	581
227	10
227	183
227	239
227	313
227	954
323	880
323	49
323	508
58	186
58	289
58	423
58	678
58	807
389	827
389	119
389	258
389	516
389	918
751	415
751	641
751	124
855	199
855	731
13	207
13	984
13	3
324	343
324	405
324	113
324	729
324	385
324	584
324	302
324	332
843	393
843	228
843	508
843	909
843	559
167	172
167	766
944	10
944	26
944	497
944	280
944	385
944	336
944	989
22	734
22	625
22	609
22	228
39	984
39	180
39	129
39	894
544	513
544	95
608	963
608	70
608	330
117	701
117	677
117	293
117	725
770	144
770	291
770	254
770	635
327	761
327	340
327	474
327	750
327	695
327	814
327	935
327	924
128	558
128	157
691	186
691	915
691	205
691	977
406	407
738	34
738	962
738	692
738	457
589	98
589	576
516	119
516	772
516	675
516	886
236	986
236	825
632	35
632	763
632	125
718	629
718	71
718	492
718	494
718	924
718	407
124	387
708	212
708	477
708	612
935	162
935	186
935	678
616	713
616	541
616	256
616	164
616	720
723	752
723	158
723	202
723	296
98	492
192	295
192	384
192	97
192	923
192	259
192	669
192	208
925	31
925	169
925	198
925	906
295	56
295	67
295	91
295	258
295	948
295	428
460	894
460	279
160	963
160	85
160	881
551	253
551	185
457	832
457	255
457	748
331	725
331	368
747	1
747	986
747	840
747	546
747	108
747	877
571	357
571	202
571	960
571	213
571	301
571	600
695	603
695	142
695	926
695	688
695	716
586	609
586	587
586	945
894	553
894	658
894	674
885	866
885	66
885	125
885	829
692	85
692	177
188	433
188	247
188	303
310	545
176	142
176	729
176	373
176	555
176	852
220	416
220	274
141	249
141	960
370	762
370	681
370	223
487	518
487	269
487	436
487	400
785	20
785	541
785	52
785	915
785	469
785	862
785	438
99	136
99	202
99	599
99	200
268	252
268	675
268	390
305	473
305	907
305	670
305	325
305	646
305	814
301	956
301	473
301	455
301	217
170	122
170	531
170	340
170	993
170	957
438	826
38	839
38	433
38	737
212	43
212	348
212	508
212	109
288	205
288	266
288	507
910	518
910	282
910	895
910	463
910	754
910	479
910	580
148	114
148	385
148	206
693	938
693	525
693	872
652	768
652	598
652	959
652	945
361	72
361	625
361	722
361	772
96	405
147	864
147	494
590	136
590	202
590	174
590	725
590	825
590	953
827	32
827	625
827	761
871	56
114	622
114	828
114	274
114	306
699	174
699	178
699	435
699	426
658	623
658	34
508	74
508	998
508	930
848	606
848	265
845	678
845	350
845	239
845	884
845	877
804	900
804	378
804	705
966	605
880	529
880	16
880	799
880	873
377	348
377	591
388	322
388	111
388	345
863	340
863	397
863	479
715	808
715	53
715	605
715	102
715	339
715	667
258	111
258	745
948	955
948	653
581	619
581	536
581	587
232	778
232	89
232	296
264	606
105	433
105	525
105	811
387	582
132	626
132	456
132	998
884	263
884	121
884	668
161	938
161	413
357	6
357	938
357	208
357	198
357	223
357	749
357	261
138	928
138	374
138	756
138	195
138	304
138	125
138	196
138	930
138	285
822	904
365	778
365	625
365	605
365	255
365	337
759	186
759	637
759	655
517	645
517	998
517	730
517	446
984	356
984	865
984	839
984	960
984	196
984	205
984	261
984	570
469	172
469	994
339	624
453	12
453	527
453	252
239	828
239	509
239	106
239	445
642	697
642	366
642	300
642	914
642	126
642	930
642	602
728	792
728	304
728	563
401	531
401	748
374	768
374	603
374	218
